off_w,def_w,sos_w,hca,fc,fb,thresh,spread_acc,win8,n8,win7,n7,win5,n5
0.45,0.5,0.12,2.3,4,1,6,74.96%,83.36%,3216,53.80%,329,52.77%,415
0.45,0.5,0.12,2.3,5,1,6,74.96%,83.36%,3216,53.96%,328,52.77%,415
0.45,0.48,0.12,2.7,5,1,6,74.98%,83.31%,3271,52.91%,412,52.77%,506
0.48,0.46,0.12,2.5,5,0,7,75.16%,83.28%,3241,53.60%,375,52.77%,470
0.49,0.53,0.12,2.3,5,1,6,74.90%,83.23%,3243,51.32%,378,52.77%,470
0.47,0.56,0.12,2.7,5,0,6,75.09%,83.21%,3306,50.51%,394,52.77%,487
0.5,0.51,0.12,3,4,0,7,75.13%,83.18%,3348,54.19%,310,52.77%,415
0.48,0.55,0.12,3,5,0,6,74.88%,83.12%,3354,50.65%,385,52.77%,487
0.48,0.47,0.08,2.5,5,1,7,74.79%,85.72%,2963,52.83%,318,52.76%,398
0.45,0.47,0.08,2.5,5,0,7,74.79%,85.62%,2969,54.92%,457,52.76%,544
0.46,0.46,0.08,2.3,5,0,6,74.68%,85.58%,2927,54.53%,475,52.76%,544
0.49,0.54,0.08,2.7,5,0,6,74.60%,85.37%,3022,51.00%,402,52.76%,489
0.44,0.52,0.08,2.3,4,1,6,74.73%,85.32%,2943,53.87%,284,52.76%,381
0.44,0.52,0.08,2.3,5,1,7,74.73%,85.32%,2943,53.17%,284,52.76%,381
0.49,0.51,0.08,3,5,1,6,74.71%,84.98%,3069,55.15%,301,52.76%,398
0.49,0.46,0.09,3,5,0,7,74.66%,84.85%,3123,53.80%,329,52.76%,417
0.44,0.48,0.09,2.3,5,1,5,74.77%,84.78%,3023,53.22%,466,52.76%,544
0.47,0.54,0.09,2.3,5,0,7,74.79%,84.76%,3077,54.22%,332,52.76%,434
0.52,0.48,0.09,3,5,1,6,74.64%,84.58%,3146,54.42%,294,52.76%,398
0.45,0.56,0.09,2.7,5,0,6,74.79%,84.56%,3102,54.35%,322,52.76%,417
0.46,0.55,0.09,2.7,4,0,5,74.83%,84.52%,3113,54.67%,300,52.76%,398
0.46,0.55,0.09,2.7,4,0,7,74.83%,84.52%,3113,54.23%,319,52.76%,417
0.51,0.52,0.09,2.3,4,0,6,74.75%,84.49%,3068,51.52%,396,52.76%,489
0.45,0.48,0.09,3,5,0,6,74.60%,84.45%,3138,52.19%,433,52.76%,525
0.49,0.54,0.09,2.3,5,0,5,74.68%,84.41%,3066,50.51%,392,52.76%,489
0.46,0.46,0.1,2.3,5,0,5,74.81%,84.21%,3104,54.30%,488,52.76%,561
0.46,0.49,0.1,2.7,5,1,5,74.66%,84.19%,3168,54.26%,317,52.76%,417
0.48,0.53,0.1,2.3,5,0,7,75.01%,84.16%,3144,53.92%,332,52.76%,434
0.45,0.46,0.1,2.7,5,0,6,74.66%,84.15%,3160,53.38%,517,52.76%,580
0.44,0.48,0.1,2.3,4,1,6,74.83%,84.14%,3108,53.21%,468,52.76%,544
0.45,0.5,0.1,2.7,5,1,5,74.81%,84.11%,3160,54.52%,321,52.76%,417
0.44,0.48,0.1,2.7,5,1,6,74.88%,84.02%,3167,53.15%,461,52.76%,544
0.46,0.48,0.1,2.5,5,0,5,74.81%,83.98%,3134,52.66%,395,52.76%,489
0.51,0.51,0.1,2.5,4,0,6,74.79%,83.91%,3169,52.84%,352,52.76%,453
0.45,0.51,0.11,2.3,5,1,5,74.92%,83.66%,3182,53.85%,286,52.76%,381
0.44,0.47,0.11,2.3,5,0,6,74.90%,83.65%,3162,53.40%,515,52.76%,580
0.51,0.5,0.11,2.7,5,0,7,75.09%,83.65%,3253,54.13%,327,52.76%,417
0.46,0.48,0.11,3,4,0,6,74.86%,83.50%,3279,53.15%,397,52.76%,489
0.46,0.49,0.12,2.7,5,1,5,74.86%,83.47%,3278,54.04%,322,52.76%,417
0.44,0.48,0.12,2.3,5,0,7,75.07%,83.42%,3221,54.03%,472,52.76%,544
0.44,0.48,0.12,3,5,1,6,74.79%,83.39%,3323,53.75%,467,52.76%,544
0.49,0.46,0.12,2.7,4,1,6,74.92%,83.39%,3282,54.69%,320,52.76%,417
0.52,0.48,0.12,2.7,4,1,7,74.90%,83.39%,3306,53.79%,290,52.76%,398
0.44,0.49,0.12,2.3,4,0,6,75.05%,83.36%,3227,52.27%,440,52.76%,525
0.51,0.51,0.12,2.7,5,0,6,75.09%,83.32%,3303,52.68%,355,52.76%,453
0.51,0.52,0.12,2.3,4,0,7,74.92%,83.31%,3254,51.02%,392,52.76%,489
0.52,0.51,0.12,2.3,4,0,7,74.96%,83.29%,3256,51.02%,394,52.76%,489
0.52,0.5,0.12,2.7,5,0,7,75.07%,83.24%,3312,52.65%,359,52.76%,453
0.49,0.54,0.12,3,5,0,6,74.86%,83.23%,3352,50.65%,385,52.76%,489
0.52,0.49,0.12,2.7,4,0,5,75.22%,83.21%,3312,54.36%,298,52.76%,398
0.46,0.55,0.12,3,4,0,7,74.86%,83.20%,3340,55.10%,314,52.76%,417
0.51,0.52,0.12,3,5,0,6,74.88%,83.07%,3350,51.13%,397,52.76%,489
0.45,0.47,0.08,2.7,5,1,7,74.66%,85.77%,2993,54.07%,442,52.75%,527
0.47,0.48,0.08,2.5,5,1,7,74.75%,85.75%,2961,53.29%,319,52.75%,400
0.46,0.46,0.08,2.5,5,1,7,74.73%,85.59%,2964,54.20%,441,52.75%,527
0.45,0.47,0.08,2.3,5,1,5,74.66%,85.55%,2928,53.22%,466,52.75%,546
0.47,0.46,0.08,2.3,4,0,5,74.81%,85.43%,2930,52.50%,440,52.75%,527
0.44,0.49,0.08,2.5,5,1,5,74.96%,85.31%,2961,52.53%,415,52.75%,510
0.49,0.53,0.08,2.5,5,1,6,74.71%,85.17%,3001,50.53%,378,52.75%,472
0.49,0.54,0.08,2.3,5,0,5,74.53%,85.16%,2979,50.77%,388,52.75%,491
0.52,0.49,0.08,3,4,0,5,74.83%,85.03%,3080,54.55%,297,52.75%,400
0.44,0.47,0.09,3,5,1,7,74.68%,84.99%,3112,54.19%,489,52.75%,563
0.44,0.48,0.09,2.7,5,1,5,74.62%,84.90%,3072,53.50%,471,52.75%,546
0.44,0.47,0.09,2.5,5,0,6,74.73%,84.87%,3040,52.82%,515,52.75%,582
0.46,0.47,0.09,2.7,4,1,5,74.81%,84.80%,3078,52.01%,423,52.75%,510
0.44,0.48,0.09,2.3,5,0,6,74.77%,84.78%,3023,54.32%,475,52.75%,546
0.45,0.47,0.09,2.3,4,1,6,74.83%,84.76%,3018,52.48%,463,52.75%,546
0.47,0.47,0.09,2.5,4,0,7,74.94%,84.76%,3058,53.32%,377,52.75%,472
0.47,0.47,0.09,2.3,5,0,6,74.75%,84.69%,3025,53.14%,382,52.75%,472
0.51,0.49,0.09,2.7,5,1,6,74.71%,84.65%,3120,55.41%,305,52.75%,400
0.52,0.5,0.09,2.7,4,0,7,75.01%,84.51%,3125,51.83%,355,52.75%,455
0.51,0.51,0.09,2.5,4,1,6,74.77%,84.45%,3099,50.67%,371,52.75%,472
0.52,0.49,0.09,3,4,0,5,74.83%,84.35%,3170,54.76%,294,52.75%,400
0.46,0.56,0.09,2.3,4,1,7,74.79%,84.31%,3079,51.72%,379,52.75%,472
0.45,0.47,0.1,2.5,5,0,7,74.88%,84.16%,3143,54.19%,465,52.75%,546
0.48,0.47,0.1,2.7,4,1,7,74.90%,84.14%,3172,54.19%,310,52.75%,400
0.44,0.47,0.1,2.5,5,0,6,74.77%,84.13%,3126,53.38%,517,52.75%,582
0.45,0.47,0.1,2.3,5,1,7,74.83%,84.12%,3104,53.35%,448,52.75%,527
0.48,0.46,0.1,2.7,5,0,7,74.90%,84.12%,3168,52.89%,380,52.75%,472
0.44,0.47,0.1,2.7,5,0,6,74.66%,84.11%,3160,53.29%,516,52.75%,582
0.47,0.46,0.1,2.3,4,0,5,75.03%,84.10%,3106,52.03%,444,52.75%,527
0.46,0.47,0.1,2.3,4,1,6,74.94%,84.04%,3115,52.18%,412,52.75%,510
0.48,0.54,0.1,2.5,5,0,6,74.88%,83.99%,3166,53.82%,353,52.75%,455
0.5,0.47,0.1,3,4,0,6,74.86%,83.99%,3223,55.51%,263,52.75%,364
0.5,0.47,0.1,3,5,0,5,74.86%,83.99%,3223,54.65%,269,52.75%,364
0.49,0.46,0.1,2.3,5,1,7,74.79%,83.96%,3111,53.31%,317,52.75%,400
0.49,0.53,0.1,3,5,0,5,74.94%,83.83%,3241,52.87%,331,52.75%,436
0.44,0.48,0.11,2.3,5,0,5,74.98%,83.78%,3163,54.29%,490,52.75%,563
0.46,0.48,0.11,2.5,5,0,5,75.05%,83.67%,3197,52.64%,397,52.75%,491
0.51,0.51,0.11,2.7,5,1,5,74.96%,83.58%,3253,51.08%,370,52.75%,472
0.45,0.47,0.12,2.7,4,1,7,75.07%,83.47%,3273,53.02%,464,52.75%,546
0.51,0.51,0.11,2.5,5,1,6,74.98%,83.47%,3231,51.07%,374,52.75%,472
0.44,0.48,0.12,2.7,4,0,6,75.01%,83.46%,3277,53.85%,494,52.75%,563
0.44,0.48,0.12,2.7,4,1,7,75.01%,83.46%,3277,53.02%,464,52.75%,546
0.44,0.48,0.12,2.7,5,0,5,75.01%,83.46%,3277,53.91%,499,52.75%,563
0.51,0.51,0.12,2.7,5,0,7,75.09%,83.32%,3303,52.49%,362,52.75%,455
0.45,0.49,0.12,2.5,4,1,5,75.05%,83.27%,3246,54.16%,373,52.75%,472
0.52,0.49,0.12,3,4,0,6,75.11%,83.17%,3351,54.28%,304,52.75%,400
0.44,0.47,0.08,2.3,5,0,5,74.62%,85.63%,2915,53.17%,521,52.74%,584
0.46,0.46,0.08,2.5,4,0,7,74.73%,85.59%,2964,54.33%,473,52.74%,548
0.44,0.5,0.08,2.3,5,0,6,74.60%,85.52%,2928,53.65%,384,52.74%,474
0.51,0.49,0.08,2.7,5,1,6,74.71%,85.37%,3022,54.64%,302,52.74%,402
0.51,0.52,0.08,2.5,4,0,7,74.62%,85.33%,3012,50.88%,399,52.74%,493
0.49,0.53,0.08,2.7,4,1,7,74.71%,85.30%,3028,50.92%,381,52.74%,474
0.48,0.53,0.08,2.7,4,0,5,74.96%,85.28%,3024,55.08%,305,52.74%,402
0.5,0.52,0.08,2.7,4,1,7,74.83%,85.28%,3036,50.52%,382,52.74%,474
0.48,0.54,0.08,3,4,1,7,74.60%,85.15%,3085,50.53%,380,52.74%,474
0.49,0.53,0.08,3,5,0,7,74.66%,85.12%,3078,53.95%,367,52.74%,457
0.49,0.46,0.09,2.5,5,1,6,74.73%,84.99%,3051,53.61%,319,52.74%,419
0.46,0.46,0.08,3,5,0,6,74.62%,84.96%,3052,53.43%,481,52.74%,548
0.44,0.48,0.09,2.7,5,0,6,74.62%,84.90%,3072,53.65%,479,52.74%,548
0.47,0.47,0.09,2.7,4,0,7,74.83%,84.90%,3080,53.14%,382,52.74%,474
0.47,0.47,0.09,2.7,5,0,6,74.83%,84.90%,3080,53.00%,383,52.74%,474
0.45,0.47,0.09,2.3,5,0,6,74.83%,84.76%,3018,54.12%,473,52.74%,548
0.48,0.47,0.09,2.3,4,1,7,74.68%,84.69%,3037,54.11%,316,52.74%,402
0.5,0.52,0.09,2.7,5,0,7,74.92%,84.64%,3118,51.91%,366,52.74%,457
0.51,0.51,0.09,2.7,5,0,6,74.94%,84.56%,3121,51.94%,360,52.74%,457
0.48,0.46,0.1,3,5,0,5,74.94%,84.20%,3208,52.90%,397,52.74%,493
0.46,0.49,0.1,2.7,5,1,6,74.66%,84.19%,3168,54.26%,317,52.74%,419
0.44,0.48,0.1,2.3,4,0,5,74.83%,84.14%,3108,53.94%,495,52.74%,565
0.45,0.47,0.1,2.7,5,0,6,74.90%,84.10%,3169,53.35%,478,52.74%,548
0.44,0.51,0.1,2.7,5,1,6,74.68%,84.06%,3161,54.23%,319,52.74%,419
0.45,0.49,0.1,2.3,5,0,6,74.90%,84.06%,3111,53.71%,391,52.74%,474
0.45,0.48,0.1,2.5,4,0,5,75.16%,84.00%,3138,52.10%,453,52.74%,529
0.45,0.56,0.1,3,4,0,7,74.73%,83.97%,3226,54.37%,309,52.74%,419
0.47,0.47,0.1,2.5,4,0,5,74.92%,83.94%,3138,52.54%,394,52.74%,493
0.5,0.52,0.1,2.3,5,1,6,74.77%,83.90%,3137,51.59%,378,52.74%,474
0.51,0.51,0.1,2.7,5,1,7,74.86%,83.89%,3191,50.79%,380,52.74%,474
0.48,0.54,0.1,3,4,1,7,74.81%,83.85%,3245,50.40%,377,52.74%,474
0.46,0.46,0.11,2.3,4,1,6,74.86%,83.84%,3168,53.66%,464,52.74%,548
0.51,0.47,0.1,2.3,5,0,5,74.98%,83.84%,3137,55.73%,262,52.74%,347
0.44,0.47,0.11,2.5,5,0,6,74.90%,83.72%,3187,53.27%,520,52.74%,584
0.46,0.55,0.11,2.7,4,0,7,74.92%,83.70%,3239,54.26%,317,52.74%,419
0.51,0.5,0.11,2.5,5,0,6,74.98%,83.68%,3223,53.82%,314,52.74%,419
0.45,0.5,0.11,2.3,5,1,5,74.90%,83.67%,3172,53.47%,331,52.74%,419
0.5,0.51,0.11,2.5,4,0,5,75.01%,83.67%,3221,55.03%,298,52.74%,402
0.51,0.5,0.11,2.7,5,0,5,75.09%,83.65%,3253,54.13%,303,52.74%,402
0.46,0.46,0.12,2.7,4,1,6,74.96%,83.50%,3278,53.50%,471,52.74%,548
0.46,0.46,0.12,2.7,5,0,7,74.96%,83.50%,3278,53.83%,470,52.74%,548
0.46,0.46,0.12,2.5,4,1,6,74.92%,83.48%,3250,53.39%,472,52.74%,548
0.49,0.46,0.11,3,5,1,6,74.79%,83.46%,3282,54.49%,312,52.74%,419
0.47,0.56,0.11,2.3,5,0,7,74.98%,83.44%,3200,51.01%,396,52.74%,493
0.49,0.46,0.12,2.5,4,1,6,74.96%,83.43%,3252,54.63%,324,52.74%,419
0.49,0.46,0.12,2.7,5,0,6,74.92%,83.39%,3282,53.91%,345,52.74%,438
0.45,0.46,0.12,2.5,5,0,6,75.01%,83.38%,3244,53.36%,521,52.74%,584
0.44,0.49,0.12,2.3,4,0,5,75.05%,83.36%,3227,51.88%,451,52.74%,529
0.48,0.46,0.12,2.5,4,0,7,75.16%,83.28%,3241,53.42%,380,52.74%,474
0.52,0.5,0.12,2.5,5,1,6,75.05%,83.25%,3272,51.06%,378,52.74%,474
0.52,0.5,0.12,2.5,5,1,7,75.05%,83.25%,3272,51.17%,383,52.74%,474
0.51,0.5,0.12,3,5,0,6,75.16%,83.18%,3353,53.53%,312,52.74%,402
0.47,0.56,0.12,2.3,4,0,7,75.07%,83.17%,3251,51.53%,392,52.74%,493
0.47,0.54,0.12,3,4,0,7,75.01%,83.16%,3343,55.24%,315,52.74%,419
0.48,0.53,0.12,3,4,0,7,75.03%,83.14%,3345,55.38%,316,52.74%,419
0.51,0.51,0.12,3,5,1,7,74.88%,82.94%,3353,51.32%,380,52.74%,474
0.44,0.48,0.08,2.7,5,1,6,74.68%,85.73%,2993,53.38%,459,52.73%,531
0.46,0.46,0.08,2.3,4,1,5,74.68%,85.58%,2927,52.65%,471,52.73%,550
0.44,0.48,0.08,2.3,4,1,5,74.68%,85.48%,2927,52.74%,474,52.73%,550
0.45,0.48,0.08,2.7,4,0,5,74.58%,85.45%,2997,51.68%,447,52.73%,531
0.45,0.48,0.08,2.5,4,1,5,74.92%,85.40%,2965,52.27%,419,52.73%,512
0.5,0.52,0.08,2.7,5,1,6,74.83%,85.28%,3036,50.26%,380,52.73%,476
0.45,0.51,0.08,2.3,4,1,5,74.73%,85.27%,2946,54.61%,282,52.73%,385
0.48,0.53,0.08,2.3,5,0,5,74.79%,85.20%,2973,54.17%,312,52.73%,421
0.46,0.46,0.08,3,5,1,5,74.62%,84.96%,3052,52.48%,463,52.73%,550
0.5,0.52,0.08,3,5,1,7,74.71%,84.93%,3079,50.92%,381,52.73%,476
0.44,0.48,0.09,3,5,1,5,74.62%,84.89%,3124,52.85%,473,52.73%,550
0.44,0.49,0.09,2.7,5,0,5,74.94%,84.79%,3071,52.11%,451,52.73%,531
0.45,0.46,0.09,2.3,5,0,7,74.75%,84.76%,3011,53.16%,506,52.73%,567
0.45,0.48,0.09,2.5,5,1,6,75.01%,84.76%,3051,53.02%,398,52.73%,495
0.47,0.46,0.09,2.5,4,1,7,74.94%,84.76%,3052,53.03%,396,52.73%,495
0.45,0.49,0.09,2.7,5,0,6,74.77%,84.75%,3082,52.59%,386,52.73%,476
0.48,0.54,0.09,2.7,4,0,5,74.79%,84.66%,3116,52.96%,338,52.73%,440
0.47,0.55,0.09,2.7,5,1,7,74.75%,84.60%,3117,50.78%,386,52.73%,476
0.48,0.49,0.09,2.5,4,0,7,75.01%,84.59%,3075,54.07%,270,52.73%,366
0.51,0.52,0.09,2.3,5,0,6,74.75%,84.49%,3068,51.60%,405,52.73%,495
0.49,0.54,0.09,3,4,0,5,74.51%,84.45%,3158,50.80%,376,52.73%,476
0.47,0.54,0.09,3,4,0,7,74.81%,84.44%,3156,55.38%,316,52.73%,421
0.47,0.55,0.09,2.5,4,1,7,74.81%,84.41%,3098,50.79%,382,52.73%,476
0.47,0.54,0.09,2.5,5,0,7,74.88%,84.39%,3101,54.41%,329,52.73%,440
0.48,0.54,0.09,2.5,4,1,7,74.77%,84.31%,3098,50.91%,383,52.73%,476
0.51,0.5,0.09,3,5,0,7,74.88%,84.28%,3168,54.83%,321,52.73%,421
0.46,0.46,0.1,2.3,4,1,5,74.81%,84.21%,3104,53.21%,468,52.73%,550
0.44,0.48,0.1,2.3,5,0,6,74.83%,84.14%,3108,53.78%,476,52.73%,550
0.47,0.47,0.1,3,5,0,5,74.86%,84.12%,3206,52.66%,395,52.73%,495
0.45,0.49,0.1,2.7,5,0,5,74.81%,84.09%,3168,51.87%,401,52.73%,495
0.45,0.48,0.1,2.5,4,1,5,75.16%,84.00%,3138,52.37%,422,52.73%,512
0.44,0.49,0.1,2.5,5,0,5,75.24%,83.97%,3132,52.23%,448,52.73%,531
0.49,0.48,0.1,3,4,0,5,74.90%,83.88%,3225,55.13%,263,52.73%,366
0.49,0.53,0.1,2.3,5,1,7,74.77%,83.86%,3142,50.78%,384,52.73%,476
0.44,0.49,0.11,2.3,4,1,6,75.03%,83.75%,3175,52.17%,414,52.73%,512
0.44,0.49,0.11,2.3,5,0,7,75.03%,83.75%,3175,52.58%,426,52.73%,512
0.45,0.46,0.11,2.5,5,0,6,74.83%,83.75%,3194,53.18%,519,52.73%,586
0.46,0.47,0.11,2.7,4,0,7,75.01%,83.72%,3224,52.82%,426,52.73%,512
0.47,0.5,0.11,2.7,4,0,5,75.09%,83.69%,3238,55.04%,278,52.73%,366
0.48,0.49,0.11,2.7,4,0,5,75.11%,83.69%,3238,54.71%,276,52.73%,366
0.44,0.49,0.11,2.5,5,0,5,75.20%,83.60%,3195,52.37%,443,52.73%,531
0.5,0.51,0.11,2.7,5,0,7,75.09%,83.59%,3255,54.41%,329,52.73%,421
0.51,0.51,0.11,2.7,5,1,6,74.96%,83.58%,3253,51.19%,377,52.73%,476
0.49,0.54,0.11,2.5,4,0,5,74.92%,83.54%,3233,50.13%,385,52.73%,476
0.49,0.54,0.11,2.5,5,0,7,74.92%,83.54%,3233,51.24%,402,52.73%,495
0.46,0.48,0.11,3,5,0,7,74.86%,83.50%,3279,53.75%,387,52.73%,476
0.44,0.48,0.12,2.5,4,1,6,74.98%,83.47%,3249,53.29%,471,52.73%,550
0.45,0.47,0.12,2.7,5,1,5,75.07%,83.47%,3273,52.95%,474,52.73%,550
0.45,0.47,0.12,2.5,4,1,6,74.96%,83.46%,3247,53.08%,471,52.73%,550
0.46,0.48,0.12,2.3,5,0,5,75.03%,83.45%,3208,52.64%,397,52.73%,476
0.49,0.46,0.12,2.5,5,1,5,74.96%,83.43%,3252,53.42%,322,52.73%,421
0.49,0.53,0.11,3,5,0,5,74.81%,83.43%,3301,53.43%,335,52.73%,440
0.44,0.49,0.12,2.7,5,1,7,75.11%,83.34%,3265,53.20%,406,52.73%,495
0.44,0.52,0.12,2.3,4,1,5,74.98%,83.25%,3235,54.61%,293,52.73%,385
0.46,0.56,0.12,2.3,5,0,6,75.05%,83.18%,3252,53.11%,354,52.73%,440
0.47,0.47,0.12,3,5,0,7,75.05%,83.15%,3324,53.05%,394,52.73%,476
0.48,0.46,0.08,2.3,5,0,5,74.88%,85.65%,2934,53.49%,387,52.72%,478
0.46,0.46,0.08,2.5,4,1,7,74.73%,85.59%,2964,53.61%,457,52.72%,533
0.5,0.46,0.08,2.5,5,1,7,74.62%,85.58%,2976,53.87%,271,52.72%,368
0.44,0.48,0.08,2.5,4,1,7,74.62%,85.56%,2971,53.70%,460,52.72%,533
0.45,0.5,0.08,2.7,5,1,7,74.64%,85.50%,2999,53.42%,322,52.72%,404
0.44,0.48,0.08,2.3,5,1,7,74.68%,85.48%,2927,54.00%,450,52.72%,533
0.48,0.54,0.08,2.3,4,1,5,74.73%,85.24%,2981,51.10%,362,52.72%,459
0.46,0.49,0.08,3,5,1,7,74.64%,85.22%,3045,52.55%,314,52.72%,404
0.44,0.48,0.09,3,5,0,6,74.62%,84.89%,3124,53.69%,488,52.72%,552
0.45,0.48,0.09,2.7,4,0,5,74.88%,84.83%,3071,52.31%,455,52.72%,533
0.45,0.47,0.09,2.5,5,0,6,74.88%,84.81%,3062,54.51%,477,52.72%,552
0.45,0.47,0.09,2.3,5,1,7,74.83%,84.76%,3018,53.71%,445,52.72%,533
0.48,0.46,0.09,3,5,0,6,74.71%,84.73%,3130,52.82%,390,52.72%,478
0.48,0.53,0.09,2.5,5,0,6,74.88%,84.50%,3097,54.60%,315,52.72%,423
0.51,0.51,0.09,3,5,0,7,74.83%,84.41%,3162,53.17%,363,52.72%,459
0.51,0.51,0.09,3,5,1,7,74.83%,84.41%,3162,51.57%,382,52.72%,478
0.47,0.55,0.09,2.3,4,1,5,74.81%,84.29%,3081,51.22%,369,52.72%,459
0.45,0.48,0.1,2.3,4,0,7,74.96%,84.13%,3107,51.98%,429,52.72%,514
0.47,0.46,0.1,2.7,5,1,6,74.92%,84.12%,3168,53.43%,408,52.72%,497
0.48,0.46,0.1,2.7,4,0,5,74.90%,84.12%,3168,51.86%,403,52.72%,497
0.46,0.49,0.1,3,4,1,7,74.81%,84.10%,3207,54.06%,320,52.72%,404
0.45,0.49,0.1,2.3,5,0,5,74.90%,84.06%,3111,53.40%,397,52.72%,478
0.46,0.47,0.1,2.3,4,1,5,74.94%,84.04%,3115,52.14%,420,52.72%,514
0.47,0.47,0.1,2.7,4,0,5,74.88%,84.03%,3163,51.61%,403,52.72%,497
0.46,0.48,0.1,2.3,5,0,5,75.01%,84.01%,3109,53.15%,397,52.72%,478
0.46,0.46,0.11,2.3,5,0,6,74.86%,83.84%,3168,54.30%,477,52.72%,552
0.52,0.49,0.1,2.5,5,0,7,75.05%,83.84%,3181,53.87%,336,52.72%,423
0.52,0.5,0.1,2.7,5,1,7,74.96%,83.80%,3198,51.18%,381,52.72%,478
0.45,0.47,0.11,2.5,5,1,5,74.96%,83.70%,3197,53.19%,470,52.72%,552
0.46,0.46,0.11,2.5,5,1,5,74.86%,83.70%,3196,53.63%,468,52.72%,552
0.45,0.47,0.11,3,5,1,7,74.73%,83.68%,3284,53.19%,455,52.72%,533
0.46,0.46,0.11,2.7,4,0,7,74.88%,83.68%,3224,53.62%,483,52.72%,552
0.5,0.51,0.11,2.5,5,0,7,75.01%,83.67%,3221,53.85%,325,52.72%,423
0.48,0.55,0.11,2.7,4,0,7,74.94%,83.65%,3254,51.41%,389,52.72%,478
0.44,0.49,0.11,2.5,4,0,5,75.20%,83.60%,3195,52.00%,450,52.72%,533
0.47,0.47,0.11,2.7,5,0,7,74.88%,83.60%,3226,52.58%,388,52.72%,478
0.46,0.48,0.11,2.7,5,0,7,74.83%,83.59%,3224,52.28%,394,52.72%,478
0.51,0.51,0.11,2.7,5,1,7,74.96%,83.58%,3253,51.30%,384,52.72%,478
0.52,0.5,0.11,2.5,5,1,6,74.92%,83.48%,3227,51.06%,376,52.72%,478
0.48,0.54,0.12,2.7,4,1,5,74.96%,83.35%,3303,50.97%,359,52.72%,459
0.44,0.49,0.12,2.7,5,0,5,75.11%,83.34%,3265,52.44%,450,52.72%,533
0.51,0.51,0.12,2.5,5,0,7,75.05%,83.26%,3273,53.06%,360,52.72%,459
0.5,0.48,0.12,2.7,5,0,5,74.96%,83.22%,3296,56.59%,258,52.72%,349
0.44,0.48,0.08,2.7,4,0,6,74.68%,85.73%,2993,53.80%,487,52.71%,554
0.45,0.46,0.08,2.5,4,0,7,74.68%,85.72%,2942,53.46%,520,52.71%,590
0.44,0.47,0.08,2.3,4,0,6,74.62%,85.63%,2915,53.22%,528,52.71%,590
0.44,0.47,0.08,2.7,5,0,7,74.53%,85.58%,2988,53.19%,502,52.71%,573
0.44,0.49,0.08,2.5,4,1,5,74.96%,85.31%,2961,52.49%,421,52.71%,516
0.47,0.54,0.08,2.3,5,0,6,74.71%,85.26%,2985,54.69%,320,52.71%,425
0.46,0.49,0.08,3,4,1,6,74.64%,85.22%,3045,53.94%,317,52.71%,406
0.45,0.47,0.09,2.5,5,1,7,74.88%,84.81%,3062,53.67%,449,52.71%,535
0.45,0.48,0.09,2.5,4,1,6,75.01%,84.76%,3051,52.94%,408,52.71%,499
0.47,0.47,0.09,2.5,4,0,6,74.94%,84.76%,3058,52.59%,386,52.71%,480
0.47,0.47,0.09,2.3,4,0,6,74.75%,84.69%,3025,52.99%,385,52.71%,480
0.45,0.49,0.09,2.3,5,0,5,74.77%,84.68%,3036,52.78%,396,52.71%,480
0.44,0.52,0.09,2.5,4,1,5,74.88%,84.60%,3071,54.17%,288,52.71%,387
0.52,0.48,0.09,3,5,1,7,74.64%,84.58%,3146,54.70%,298,52.71%,406
0.46,0.47,0.09,3,5,0,5,74.68%,84.55%,3133,52.44%,450,52.71%,535
0.47,0.47,0.09,3,5,0,6,74.64%,84.55%,3133,52.55%,392,52.71%,480
0.52,0.5,0.09,2.5,5,1,5,74.83%,84.48%,3100,50.81%,372,52.71%,480
0.48,0.55,0.09,2.3,4,0,5,74.81%,84.43%,3064,50.13%,385,52.71%,480
0.47,0.55,0.09,2.5,4,0,5,74.81%,84.41%,3098,52.52%,337,52.71%,442
0.5,0.52,0.09,3,5,0,5,74.79%,84.41%,3162,52.80%,339,52.71%,442
0.48,0.53,0.09,3,4,0,6,74.83%,84.39%,3158,55.37%,307,52.71%,406
0.46,0.46,0.1,2.7,4,0,7,74.77%,84.14%,3166,53.67%,477,52.71%,554
0.45,0.48,0.1,2.3,4,1,5,74.96%,84.13%,3107,52.49%,421,52.71%,516
0.47,0.46,0.1,2.3,5,0,6,75.03%,84.10%,3106,52.45%,429,52.71%,516
0.47,0.55,0.1,2.7,4,1,6,74.77%,84.06%,3193,51.09%,368,52.71%,461
0.46,0.47,0.1,2.7,4,1,7,75.01%,84.05%,3172,52.72%,404,52.71%,499
0.44,0.47,0.1,2.3,5,0,7,74.79%,84.02%,3098,52.77%,506,52.71%,573
0.48,0.47,0.1,2.3,5,1,7,74.75%,84.01%,3108,53.31%,317,52.71%,406
0.5,0.52,0.1,2.7,4,1,5,74.81%,83.96%,3193,50.41%,363,52.71%,461
0.45,0.48,0.1,3,4,1,5,74.71%,83.95%,3209,51.77%,423,52.71%,516
0.52,0.5,0.1,2.3,5,0,7,74.90%,83.90%,3142,52.04%,367,52.71%,461
0.51,0.5,0.1,2.5,5,0,7,74.98%,83.88%,3176,54.05%,333,52.71%,425
0.52,0.5,0.1,2.7,4,0,6,74.96%,83.80%,3198,53.16%,348,52.71%,442
